"sampleID"	"taxon_oid"	"Domain"	"Sequencing.Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"GOLD.Analysis.Project.Type"	"Add.Date"	"Assembly.Method"	"Comments"	"Has.Coverage"	"Is.Public"	"Release.Date"	"User.Access"	"Contact.Email"	"Contact.Name"	"Is.Published"	"Sequencing.Method"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Specific.Ecosystem"	"Altitude.In.Meters"	"Depth.In.Meters"	"Elevation.In.Meters"	"Geographic.Location"	"Habitat"	"Isolation.Country"	"Latitude"	"Longitude"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"JGI.Data.Utilization.Status"	"X"	"Use"	"Environment"
"X3300015209"	3300015209	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G3B, Proglacial river margin, by glacier terminus)"	"University of Bristol"	3300015209	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2017-04-06"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; ama@envs.au.dk"	"Maisie Nash; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	"0"	"517"	"Russell Glacier, Kangerlussuaq, Greenland"	"Glacier forefield soil"	"Greenland"	"67.152081"	"-50.048593"	395690349	849572	""	NA	"Use"	"Glacial forefield"
"X3300001845"	3300001845	"*Microbiome"	"Permanent Draft"	"Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands"	"Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Shallow Sites - lt1kb"	""	3300001845	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands"	"Metagenome Analysis"	"2013-09-25"	"IDBA_UD k52-k92 step10 - contigs less than 1kb"	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	""	"Gregory Dick, Sunit Jain"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	"2000"	""	"Mid Cayman Rise, Cayman Islands, UK"	"Hydrothermal vent plume"	"USA"	"18.35"	"-81.85"	117675588	292618	""	NA	"Use"	"Hydrothermal vent"
"X3300003315"	3300003315	"*Microbiome"	"Permanent Draft"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil - P2 sample"	"University of Campinas"	3300003315	"Environmental"	"Terrestrial"	"Soil"	"Unclassified"	"Mine drainage"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine"	"Metagenome Analysis"	"2014-09-08"	"IDBA-UD"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"danba.castro@gmail.com"	"Daniel Castro"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	"Mine drainage"	NA	""	""	"Mina do Sossego, Brazil"	"Ore pile and mine drainage contaminated soil"	"Brazil"	"-6.426389"	"-50.051389"	303396466	445005	""	NA	"Use"	"Acid mine drainage"
"X3300021499"	3300021499	"*Microbiome"	"Permanent Draft"	"Microbial communities from sediments and microbial mats in various locations"	"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-10-11_MG"	"DOE Joint Genome Institute (JGI)"	3300021499	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Sediment"	"Microbial communities from sediments and microbial mats in various locations"	"Metagenome Analysis"	"2017-11-10"	"spades v. SPAdes version: 3.11.1-check"	""	"Yes"	"Yes"	"2018-01-09"	NA	"bmacgreg@unc.edu"	"Barbara MacGregor"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Sediment"	NA	"2011"	""	"Mexico: Guaymas Basin"	"hydrothermal vent sediment"	"Mexico"	"27.0114"	"-110.5956"	144358644	327090	"Unrestricted"	NA	"Use"	"Hydrothermal vent"
"X3300012530"	3300012530	"*Microbiome"	"Permanent Draft"	"Polar desert microbial communities from Antarctic Dry Valleys"	"Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ85 (21.06)"	"DOE Joint Genome Institute (JGI)"	3300012530	"Environmental"	"Terrestrial"	"Soil"	"Desert"	"Unclassified"	"Polar desert microbial communities from Antarctic Dry Valleys"	"Metagenome Analysis"	"2016-12-08"	"MEGAHIT v. MEGAHIT v1.0.6"	""	"Yes"	"Yes"	"2017-02-07"	NA	"caryc@udel.edu"	"Stephen Cary"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Terrestrial"	"Desert"	"Soil"	"Unclassified"	NA	""	"378"	"Antarctica: Dry Valley"	"Polar desert sand"	"Antarctica"	"-78.0243"	"163.9173"	615422311	1394326	"Unrestricted"	NA	"Use"	"Desert"
"X3300003312"	3300003312	"*Microbiome"	"Permanent Draft"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil - P1 sample"	"University of Campinas"	3300003312	"Environmental"	"Terrestrial"	"Soil"	"Unclassified"	"Unclassified"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine"	"Metagenome Analysis"	"2014-09-08"	"IDBA-UD"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"danba.castro@gmail.com"	"Daniel Castro"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	"Unclassified"	NA	""	""	"Mina do Sossego, Brazil"	"Ore pile and mine drainage contaminated soil"	"Brazil"	"-6.426389"	"-50.051389"	241760515	344800	""	NA	"Use"	"Acid mine drainage"
"X3300003886"	3300003886	"*Microbiome"	"Permanent Draft"	"Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean"	"Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean - Sample 1"	"Beijing Genomics Institute (BGI)"	3300003886	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Black smokers"	"Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean"	"Metagenome Analysis"	"2015-01-06"	"IDBA_UD"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"limeng848@gmail.com"	"Guaymas sediment, MENG LI"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Black smokers"	NA	"2770"	""	"Mid-Atlantic Ridge, South Atlantic Ocean"	"hydrothermal vents"	"Atlantic Ocean"	"-15.160005"	"-13.350021"	1707488258	3028071	""	NA	"Use"	"Hydrothermal vent"
"X3300022445"	3300022445	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL3WBGP1 JM82"	"AGRF"	3300022445	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996531"	"115.533257"	45066506	80363	""	NA	"Use"	"Hypersaline"
"X3300005624"	3300005624	"*Microbiome"	"Draft"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP2 Nymph Lake 10 v2"	"DOE Joint Genome Institute (JGI)"	3300005624	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Metagenome Analysis"	"2015-08-29"	"pga"	"released based on JGI ITS"	"No"	"Yes"	"2022-03-25"	NA	"binskeep@montana.edu"	"William Inskeep, William P. Inskeep"	"Yes"	""	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	"2280"	"Yellowstone National Park, WY"	"Hot spring"	"USA"	"44.7523206"	"-110.7253926"	4164052	6956	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300030408"	3300030408	"*Microbiome"	"Permanent Draft"	"Thermal spring microbial communities from acidic hot spring in Taiwan"	"Thermal spring microbial communities from acidic hot spring in Taiwan - Shi-Huang-Ping"	"National Taiwan University"	3300030408	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Acidic"	"Thermal spring microbial communities from acidic hot spring in Taiwan"	"Metagenome Analysis"	"2018-10-15"	"Custom JGI assembly, Nielsen et. al."	"Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620"	"Yes"	"Yes"	"2022-02-23"	NA	""	""	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Acidic"	NA	".25"	""	"Taiwan: Shi-Huang-Ping"	"Thermal spring"	"Taiwan"	"25.19544"	"121.60245"	26929848	36855	""	NA	"Use"	"Hot spring"
"X3300008019"	3300008019	"*Microbiome"	"Permanent Draft"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Hot spring microbial communities from Little Hot Creek, USA to study Microbial Dark Matter (Phase II) - LHC4sed_matched"	"DOE Joint Genome Institute (JGI)"	3300008019	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Sediment"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Metagenome Analysis"	"2016-03-26"	"MEGAHIT v. MEGAHIT v1.0.3"	""	"Yes"	"Yes"	"2016-05-25"	NA	"brian.hedlund@unlv.edu, brian.hedlund@unlv.edu; rstepanauskas@bigelow.org"	"Brian P. Hedlund, Brian Hedlund; Ramunas Stepanauskas"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Sediment"	NA	""	"2137"	"USA: California, Little Hot Creek"	"Hot spring"	"USA"	"37.6906"	"-118.8442"	405988159	1157688	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300022442"	3300022442	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1OPP1 JM73"	"AGRF"	3300022442	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Serpentine Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-32.002717"	"115.525989"	60942325	105174	""	NA	"Use"	"Hypersaline"
"X3300017507"	3300017507	"*Microbiome"	"Permanent Draft"	"Bras del Port Mayo 2015"	"Non-marine hypersaline water microbial communities from Bras del Port saltern pond, Alicante, Spain - CM2 May 2015"	"University of Valencia"	3300017507	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Bras del Port Mayo 2015"	"Metagenome Analysis"	"2017-05-05"	"idba.1.1.1"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"ramosloles@gmail.com"	"Maria Dolores Ramos Barbero"	"No"	"Illumina"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Bras del Port, Alicante, Spain"	"Non-marine hypersaline water"	""	"38.1922"	"-0.5918"	38913532	131742	""	NA	"Use"	"Hypersaline"
"X2022920004"	2022920004	"*Microbiome"	"Draft"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP6 White Creek Site 3 v2"	"DOE Joint Genome Institute (JGI)"	2022920004	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Metagenome Analysis"	"2009-10-17"	"lucy / pga"	"released based on JGI ITS"	"No"	"Yes"	"2022-03-25"	NA	"binskeep@montana.edu"	"William Inskeep, William P. Inskeep"	"Yes"	"Sanger"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	"2246"	"Yellowstone National Park, WY"	"Hot spring"	"USA"	"44.733519"	"-110.404033"	29209878	49180	"Unrestricted"	NA	"Use"	"Hot spring"
"X2022920007"	2022920007	"*Microbiome"	"Draft"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Hot spring microbial communities from One Hundred Springs Plain, Yellowstone National Park, Wyoming, USA - YNP14 OSP Spring v2"	"DOE Joint Genome Institute (JGI)"	2022920007	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Metagenome Analysis"	"2009-10-17"	"lucy / pga"	"released based on JGI ITS"	"No"	"Yes"	"2022-03-25"	NA	"binskeep@montana.edu"	"William Inskeep, William P. Inskeep"	"Yes"	"Sanger"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	"2278.7"	"Yellowstone National Park, WY"	"Hot spring"	"USA"	"44.733473"	"-110.70007"	12043598	19672	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300022329"	3300022329	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL3WBGP2 JM41"	"AGRF"	3300022329	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-14"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996531"	"115.533257"	29642981	56853	""	NA	"Use"	"Hypersaline"
"X3300017826"	3300017826	"*Microbiome"	"Permanent Draft"	"Archevir - Metagenome and diversity of hyperhalophilic archaeoviruses"	"Saline water viral communities from hypersaline Lake Retba, Senegal - P6"	"GATC-Biotech AG, Konstanz, Germany"	3300017826	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Archevir - Metagenome and diversity of hyperhalophilic archaeoviruses"	"Metagenome Analysis"	"2017-05-18"	"Idba_ud"	""	"No"	"Yes"	""	NA	"sroux@lbl.gov"	"Simon Roux"	"Yes"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Lake Retba, Senegal"	"saline water"	"Senegal"	"14.8388"	"-17.2341"	2151441	4679	""	NA	"Use"	"Hypersaline"
"X3300022358"	3300022358	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP2 JM5"	"AGRF"	3300022358	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-14"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996565"	"115.531482"	43505075	75148	""	NA	"Use"	"Hypersaline"
"X3300012093"	3300012093	"*Microbiome"	"Permanent Draft"	"Polar desert microbial communities from Antarctic Dry Valleys"	"Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ611 (21.06)"	"DOE Joint Genome Institute (JGI)"	3300012093	"Environmental"	"Terrestrial"	"Soil"	"Desert"	"Unclassified"	"Polar desert microbial communities from Antarctic Dry Valleys"	"Metagenome Analysis"	"2016-11-24"	"MEGAHIT v. MEGAHIT v1.0.6"	""	"Yes"	"Yes"	"2017-01-23"	NA	"caryc@udel.edu"	"Stephen Cary"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Terrestrial"	"Desert"	"Soil"	"Unclassified"	NA	""	"543"	"Antarctica: Dry Valley"	"Polar desert sand"	"Antarctica"	"-78.1266"	"163.9666"	856706799	1839415	"Unrestricted"	NA	"Use"	"Desert"
"X3300022462"	3300022462	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP2 JM80"	"AGRF"	3300022462	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996565"	"115.531482"	68608429	111962	""	NA	"Use"	"Hypersaline"
"X3300014847"	3300014847	"*Microbiome"	"Permanent Draft"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS866 IDBA reassembly (rename)"	"Marine Biological Laboratory"	3300014847	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Metagenome Analysis"	"2017-03-30"	"IDBA_UD"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"randerson@carleton.edu"	"Rika Anderson"	"No"	""	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"2293"	""	"Mid-Cayman Rise"	"hydrothermal vent diffuse flow"	""	"18.37"	"-81.798"	55544988	78826	""	NA	"Use"	"Hydrothermal vent"
"X3300019380"	3300019380	"*Microbiome"	"Permanent Draft"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS848 IDBA reassembly renamed"	"Marine Biological Laboratory"	3300019380	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Metagenome Analysis"	"2017-06-30"	"IDBA-UD"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"randerson@carleton.edu"	"Rika Anderson"	"No"	"Illumina MiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"2308"	""	"Mid-Cayman Rise"	"hydrothermal vent diffuse flow"	""	"18.376929"	"-81.797906"	48114812	64539	""	NA	"Use"	"Hydrothermal vent"
"X2022920020"	2022920020	"*Microbiome"	"Draft"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP20 Bath Lake Vista Annex - Purple-Sulfur Mats v2"	"DOE Joint Genome Institute (JGI)"	2022920020	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Microbial mats"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Metagenome Analysis"	"2009-10-17"	"lucy / pga"	"released based on JGI ITS"	"No"	"Yes"	"2022-03-25"	NA	"binskeep@montana.edu"	"William Inskeep, William P. Inskeep"	"Yes"	"Sanger"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Microbial mats"	NA	""	"2061"	"Yellowstone National Park, WY"	"Hot spring"	"USA"	"44.96507"	"-110.71215"	34156953	60725	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300032356"	3300032356	"*Microbiome"	"Permanent Draft"	"Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States"	"Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50"	"DOE Joint Genome Institute (JGI)"	3300032356	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Microbial mats"	"Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States"	"Metagenome Analysis"	"2019-01-07"	"spades v. 3.13.0"	""	"Yes"	"Yes"	"2019-03-12"	NA	"dbhaya@stanford.edu"	"Devaki Bhaya"	"No"	"PacBio Sequel, Illumina NovaSeq"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Microbial mats"	NA	"0"	""	"USA: Wyoming"	"hot spring phototrophic mat"	"USA"	"44.5341"	"-110.798"	514475468	937802	"Unrestricted"	NA	"Use"	"Hot spring"
