"Feature"	"FeatureName"	"Mean.Resolute3(n=3)"	"Mean.SvalbardTaylor(n=6)"	"StdErr.Resolute3(n=3)"	"StdErr.SvalbardTaylor(n=6)"	"FishersTest.Pval"	"FishersTest.adjPval"	"3300038653.Resolute3"	"3300039024.Resolute3"	"3300039023.Resolute3"	"3300061232.SvalbardTaylor"	"3300061231.SvalbardTaylor"	"3300061096.SvalbardTaylor"	"3300061097.SvalbardTaylor"	"3300061098.SvalbardTaylor"	"3300061230.SvalbardTaylor"
"Rossellomorea"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Rossellomorea"	"0"	"53.8333333333333"	"0"	"18.0525467578523"	"1.54525822733009e-05"	"2.60168542320841e-05"	"0"	"0"	"0"	"75"	"128"	"27"	"13"	"17"	"63"
"Rothia"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia"	"0"	"93.5"	"0"	"28.2119950848335"	"2.19814842434804e-09"	"4.62130416772383e-09"	"0"	"0"	"0"	"86"	"228"	"54"	"45"	"51"	"97"
"Roufvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Roufvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"Rouxiella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rouxiella"	"0"	"13"	"0"	"3.84707681233427"	"0.119862773710361"	"0.140109568394016"	"0"	"0"	"0"	"16"	"29"	"4"	"8"	"5"	"16"
"Ruania"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Ruaniaceae;Ruania"	"0"	"161"	"0"	"41.4696676298874"	"7.40942527361291e-16"	"2.0679267052836e-15"	"0"	"0"	"0"	"168"	"358"	"89"	"102"	"98"	"151"
"Rubellimicrobium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Rubellimicrobium"	"0"	"1002.16666666667"	"0"	"277.317317245866"	"1.10243616876431e-96"	"9.15079141119391e-96"	"0"	"0"	"0"	"191"	"1272"	"1342"	"1953"	"999"	"256"
"Rubeoparvulum"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Rubeoparvulum"	"0"	"25.5"	"0"	"6.88355528294306"	"0.00746789972680932"	"0.0100703496316065"	"0"	"0"	"0"	"37"	"47"	"18"	"10"	"5"	"36"
"Rubidibacter"	"Bacteria;Cyanobacteriota;unclassified;Chroococcales;Aphanothecaceae;Rubidibacter"	"0"	"90.6666666666667"	"0"	"30.0773077991439"	"5.06000841458561e-09"	"1.04326042215781e-08"	"0"	"0"	"0"	"90"	"237"	"49"	"48"	"48"	"72"
"Rubinisphaera"	"Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera"	"0"	"1160.16666666667"	"0"	"442.867430628073"	"1.13527932784741e-111"	"1.03043483468077e-110"	"0"	"0"	"0"	"1280"	"3157"	"474"	"261"	"414"	"1375"
"Rubneribacter"	"Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Rubneribacter"	"0"	"6.5"	"0"	"2.64259973006381"	"0.404076131448938"	"0.434974545011176"	"0"	"0"	"0"	"12"	"14"	"1"	"0"	"1"	"11"
"Rubricella"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rubricella"	"0"	"37.3333333333333"	"0"	"14.232982040942"	"0.000475495015634943"	"0.000716260474891564"	"0"	"0"	"0"	"53"	"96"	"13"	"7"	"9"	"46"
"Rubricoccus"	"Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubricoccus"	"0"	"1131"	"0"	"255.272142363139"	"7.36578264590746e-109"	"6.57380713021936e-108"	"0"	"0"	"0"	"554"	"2056"	"781"	"1654"	"1213"	"528"
"Rubrimonas"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rubrimonas"	"0"	"142.666666666667"	"0"	"56.9693874911001"	"3.22789975235709e-14"	"8.51686378196045e-14"	"0"	"0"	"0"	"106"	"421"	"77"	"61"	"56"	"135"
"Rubripirellula"	"Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rubripirellula"	"0"	"1204.5"	"0"	"384.783467247057"	"5.52414147136867e-116"	"5.1904250071159e-115"	"0"	"0"	"0"	"1340"	"2957"	"550"	"449"	"620"	"1311"
"Rubritalea"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea"	"0"	"1368"	"0"	"504.967985783918"	"1.13924357580084e-131"	"1.14066763027059e-130"	"0"	"0"	"0"	"1107"	"3851"	"556"	"924"	"669"	"1101"
"Rubritepida"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rubritepida"	"0"	"1949.66666666667"	"0"	"617.790831197025"	"1.75553716359364e-187"	"2.24093269806933e-186"	"0"	"0"	"0"	"302"	"4365"	"2074"	"2826"	"1592"	"539"
"Rubrivirga"	"Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga"	"0"	"3573.5"	"0"	"915.864573322206"	"0"	"0"	"0"	"0"	"0"	"1587"	"7302"	"2398"	"4992"	"3569"	"1593"
"Rubrivivax"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Rubrivivax"	"0"	"2779.5"	"0"	"417.293961135313"	"2.7073577736803e-267"	"4.42570117697535e-266"	"0"	"0"	"0"	"1887"	"4667"	"2765"	"2316"	"3029"	"2013"
"Rubrobacter"	"Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter"	"0"	"1296.16666666667"	"0"	"365.625985278824"	"1.03250627168583e-124"	"9.96430751349819e-124"	"0"	"0"	"0"	"1000"	"3115"	"956"	"934"	"761"	"1011"
"Rudaea"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rudaea"	"0"	"438.166666666667"	"0"	"113.343259369247"	"1.67962646409296e-42"	"8.34344680768038e-42"	"0"	"0"	"0"	"598"	"918"	"312"	"168"	"242"	"391"
"Rudaeicoccus"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Rudaeicoccus"	"0"	"117"	"0"	"41.0113805343509"	"9.98037189273182e-12"	"2.33239325633207e-11"	"0"	"0"	"0"	"143"	"304"	"45"	"55"	"41"	"114"
"Rudanella"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Rudanella"	"0"	"2667.66666666667"	"0"	"758.797982191425"	"1.48302941666395e-256"	"2.34070258669522e-255"	"0"	"0"	"0"	"998"	"1409"	"4203"	"4365"	"4467"	"564"
"Ruegeria"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ruegeria"	"0"	"699.833333333333"	"0"	"283.039857813544"	"1.30068303257143e-67"	"8.43600898048353e-67"	"0"	"0"	"0"	"606"	"2030"	"265"	"269"	"213"	"816"
"Rufibacter"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter"	"0"	"2189.83333333333"	"0"	"422.39787062805"	"1.25338156780512e-210"	"1.72353413873288e-209"	"0"	"0"	"0"	"3211"	"3311"	"1352"	"1038"	"1402"	"2825"
"Rugamonas"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Rugamonas"	"0"	"642"	"0"	"261.705814481324"	"5.68450601854088e-62"	"3.52285440684816e-61"	"0"	"0"	"0"	"1153"	"1628"	"116"	"87"	"160"	"708"
"Rugosibacter"	"Bacteria;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rugosibacter"	"0"	"350.166666666667"	"0"	"97.2047381103983"	"4.48533146010766e-34"	"1.93679272212735e-33"	"0"	"0"	"0"	"411"	"799"	"219"	"170"	"184"	"318"
"Ruminiclostridium"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminiclostridium"	"0"	"251.5"	"0"	"79.8923233692282"	"1.18776210974056e-24"	"4.19117819340171e-24"	"0"	"0"	"0"	"520"	"429"	"89"	"77"	"85"	"309"
"Ruminobacter"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Ruminobacter"	"0"	"7.5"	"0"	"3.39362146779317"	"0.412455197334107"	"0.437584917966384"	"0"	"0"	"0"	"10"	"23"	"1"	"1"	"4"	"6"
"Ruminococcus"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus"	"0"	"185"	"0"	"46.9964537669244"	"3.49908577944219e-18"	"1.04874376401616e-17"	"0"	"0"	"0"	"255"	"368"	"87"	"94"	"90"	"216"
"Rummeliibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus"	"0"	"13.1666666666667"	"0"	"3.38049963434073"	"0.121020296201252"	"0.141359471027638"	"0"	"0"	"0"	"14"	"28"	"7"	"7"	"7"	"16"
"Runella"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Runella"	"1"	"3537.5"	"1"	"459.890186167669"	"0"	"0"	"0"	"0"	"3"	"4768"	"4658"	"2640"	"2199"	"2783"	"4177"
"Ruthenibacterium"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium"	"0"	"11.5"	"0"	"4.40265071670844"	"0.183149538358254"	"0.206842129326699"	"0"	"0"	"0"	"23"	"26"	"4"	"3"	"1"	"12"
"Ryyoungvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Ryyoungvirus"	"0"	"0.666666666666667"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"
"Saccharata"	"Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Saccharataceae;Saccharata"	"0"	"17"	"0"	"4.55338701774112"	"0.0552556223543799"	"0.0675463617029505"	"0"	"0"	"0"	"13"	"15"	"29"	"4"	"9"	"32"
"Saccharibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus"	"0"	"63.6666666666667"	"0"	"20.3251349592349"	"1.46412471656733e-06"	"2.63099023661342e-06"	"0"	"0"	"0"	"69"	"158"	"36"	"21"	"34"	"64"
"Saccharibacter"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Saccharibacter"	"0"	"17"	"0"	"6.43428317685817"	"0.0552556223543799"	"0.0675463617029505"	"0"	"0"	"0"	"24"	"45"	"5"	"5"	"6"	"17"
"Saccharicrinis"	"Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Saccharicrinis"	"0.333333333333333"	"564.333333333333"	"0.333333333333333"	"181.291232857828"	"1.42302312020713e-52"	"8.05541709742693e-52"	"0"	"0"	"1"	"1250"	"584"	"236"	"150"	"240"	"926"
"Saccharobesus"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saccharobesus"	"0"	"47.6666666666667"	"0"	"16.3700268105394"	"4.6376958220539e-05"	"7.58508290651388e-05"	"0"	"0"	"0"	"53"	"121"	"27"	"12"	"18"	"55"
"Saccharococcus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Saccharococcus"	"0"	"7"	"0"	"2.58198889747161"	"0.406464977454264"	"0.434974545011176"	"0"	"0"	"0"	"5"	"19"	"8"	"2"	"2"	"6"
"Saccharolobus"	"Archaea;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus"	"0"	"2.5"	"0"	"1.1474609652039"	"1"	"1"	"0"	"0"	"0"	"5"	"7"	"1"	"0"	"1"	"1"
"Saccharomonospora"	"Bacteria;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora"	"0"	"455.333333333333"	"0"	"139.172235417525"	"3.72816126621319e-44"	"1.88705034706905e-43"	"0"	"0"	"0"	"353"	"1147"	"293"	"287"	"281"	"371"
"Saccharomyces"	"Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces"	"0.333333333333333"	"12.1666666666667"	"0.333333333333333"	"2.93730791334136"	"0.526608843754068"	"0.551030285887666"	"0"	"0"	"1"	"19"	"21"	"8"	"2"	"9"	"14"
"Saccharophagus"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Saccharophagus"	"0"	"47.8333333333333"	"0"	"16.4669703075918"	"4.66280747733767e-05"	"7.61449294464317e-05"	"0"	"0"	"0"	"64"	"119"	"22"	"11"	"20"	"51"
"Saccharopolyspora"	"Bacteria;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora"	"0"	"751.5"	"0"	"232.514479835844"	"1.44574713482909e-72"	"9.89780730767608e-72"	"0"	"0"	"0"	"696"	"1885"	"473"	"438"	"367"	"650"
"Saccharospirillum"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Saccharospirillum"	"0"	"98"	"0"	"35.343080416587"	"6.72042496327856e-10"	"1.45193807028621e-09"	"0"	"0"	"0"	"102"	"257"	"55"	"20"	"36"	"118"
"Saccharothrix"	"Bacteria;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix"	"0"	"1000.16666666667"	"0"	"328.536290909307"	"2.59333236445067e-96"	"2.14703795754521e-95"	"0"	"0"	"0"	"864"	"2612"	"625"	"517"	"523"	"860"
"Saclayvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Saclayvirus"	"0"	"0.666666666666667"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"
"Sagittula"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sagittula"	"0"	"102.833333333333"	"0"	"45.3544681126102"	"3.48724013371059e-10"	"7.56986272927421e-10"	"0"	"0"	"0"	"70"	"317"	"39"	"38"	"26"	"127"
"Saitoella"	"Eukaryota;Ascomycota;unclassified;unclassified;unclassified;Saitoella"	"0"	"15"	"0"	"3.25576411921994"	"0.0811162197022913"	"0.0970486810777227"	"0"	"0"	"0"	"14"	"27"	"14"	"5"	"9"	"21"
"Salacisavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Kyanoviridae;Salacisavirus"	"0"	"6"	"0"	"2.97769485788364"	"0.641276341213135"	"0.646522780757358"	"0"	"0"	"0"	"7"	"17"	"0"	"0"	"0"	"12"
"Salana"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Beutenbergiaceae;Salana"	"0"	"78.1666666666667"	"0"	"26.5473371755269"	"7.10039047144178e-08"	"1.37377119990939e-07"	"0"	"0"	"0"	"103"	"199"	"32"	"38"	"34"	"63"
"Salasvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Salasmaviridae;Salasvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"Salegentibacter"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salegentibacter"	"2"	"350.5"	"2"	"70.5647456831904"	"1.12637513885753e-25"	"4.11037123564866e-25"	"0"	"0"	"6"	"578"	"444"	"226"	"169"	"201"	"485"
"Salibacterium"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salibacterium"	"0"	"28.3333333333333"	"0"	"9.41865760663966"	"0.00330964719027932"	"0.00464074818278116"	"0"	"0"	"0"	"28"	"72"	"17"	"14"	"8"	"31"
"Salicibibacter"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salicibibacter"	"0"	"10.3333333333333"	"0"	"4.0879225911349"	"0.175395850672736"	"0.202367267877498"	"0"	"0"	"0"	"6"	"28"	"4"	"7"	"1"	"16"
"Salidesulfovibrio"	"Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Salidesulfovibrio"	"0"	"33.3333333333333"	"0"	"11.4328960071852"	"0.00102470438219552"	"0.0015008415675518"	"0"	"0"	"0"	"52"	"77"	"7"	"15"	"9"	"40"
"Salimicrobium"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salimicrobium"	"0"	"24.8333333333333"	"0"	"7.97252225529105"	"0.00724627388456579"	"0.00983773793480881"	"0"	"0"	"0"	"35"	"59"	"9"	"10"	"12"	"24"
"Salinarchaeum"	"Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Natronoarchaeaceae;Salinarchaeum"	"0"	"12"	"0"	"4.63321342770508"	"0.116581633471385"	"0.137895812751939"	"0"	"0"	"0"	"13"	"34"	"3"	"7"	"5"	"10"
"Salinarimonas"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Salinarimonadaceae;Salinarimonas"	"0"	"191.666666666667"	"0"	"72.7560612213474"	"7.49948431814516e-19"	"2.28406347484193e-18"	"0"	"0"	"0"	"170"	"543"	"77"	"89"	"86"	"185"
"Salinibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salinibacillus"	"0"	"9.16666666666667"	"0"	"2.58736244937667"	"0.269342343895768"	"0.296962446607722"	"0"	"0"	"0"	"16"	"16"	"3"	"2"	"6"	"12"
"Salinibacter"	"Bacteria;Bacteroidota;unclassified;unclassified;Rhodothermaceae;Salinibacter"	"0"	"772"	"0"	"175.187708853485"	"1.49670741112013e-74"	"1.04704160376177e-73"	"0"	"0"	"0"	"618"	"1646"	"555"	"586"	"589"	"638"
"Salinibacterium"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Salinibacterium"	"0"	"4638.16666666667"	"0"	"1392.59202967384"	"0"	"0"	"0"	"0"	"0"	"5060"	"10240"	"1999"	"2126"	"1656"	"6748"
"Salinibius"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Salinibius"	"0"	"26.3333333333333"	"0"	"9.4715949613099"	"0.00487974990749362"	"0.00673538776476205"	"0"	"0"	"0"	"27"	"68"	"12"	"7"	"9"	"35"
"Salinicoccus"	"Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus"	"0"	"43.3333333333333"	"0"	"10.3010247602416"	"0.000156233454855472"	"0.000243114127905261"	"0"	"0"	"0"	"64"	"82"	"26"	"20"	"23"	"45"
"Salinicola"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salinicola"	"0"	"64.6666666666667"	"0"	"23.0819795030188"	"1.60527141909606e-06"	"2.87816990866468e-06"	"0"	"0"	"0"	"65"	"172"	"26"	"26"	"27"	"72"
"Salinigranum"	"Archaea;Euryarchaeota;Halobacteria;Haloferacales;Halorubraceae;Salinigranum"	"0"	"26.6666666666667"	"0"	"10.375184067979"	"0.00490501606635085"	"0.00673913871208753"	"0"	"0"	"0"	"23"	"77"	"12"	"13"	"10"	"25"
"Salinihabitans"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Salinihabitans"	"0"	"87.1666666666667"	"0"	"38.7646029831913"	"1.08414716982224e-08"	"2.20406569296349e-08"	"0"	"0"	"0"	"72"	"271"	"33"	"25"	"23"	"99"
"Salinimicrobium"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium"	"1.66666666666667"	"219.166666666667"	"1.66666666666667"	"51.6684408297539"	"4.12469363920146e-15"	"1.12090911111124e-14"	"0"	"0"	"5"	"384"	"308"	"108"	"92"	"121"	"302"
"Salinimonas"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas"	"0"	"35"	"0"	"10.1620207964099"	"0.000694804982212719"	"0.00103305621436401"	"0"	"0"	"0"	"47"	"76"	"11"	"17"	"17"	"42"
"Saliniradius"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saliniradius"	"0"	"11.6666666666667"	"0"	"4.48454134902457"	"0.185172223687043"	"0.208685123001507"	"0"	"0"	"0"	"17"	"31"	"6"	"2"	"3"	"11"
"Saliniramus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Salinarimonadaceae;Saliniramus"	"0"	"99"	"0"	"42.5715084690845"	"7.1687957787251e-10"	"1.54464167283357e-09"	"0"	"0"	"0"	"95"	"303"	"32"	"39"	"31"	"94"
"Salinisphaera"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera"	"0"	"227"	"0"	"77.9534048860814"	"3.93605437375096e-22"	"1.29877633506674e-21"	"0"	"0"	"0"	"249"	"591"	"116"	"91"	"91"	"224"
"Salinispira"	"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Salinispira"	"0"	"58.3333333333333"	"0"	"17.4177431884208"	"4.61964937120802e-06"	"8.05296876243226e-06"	"0"	"0"	"0"	"74"	"124"	"25"	"16"	"27"	"84"
"Salinispora"	"Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Salinispora"	"0"	"410"	"0"	"140.69944325879"	"7.28538144428731e-40"	"3.52071827262391e-39"	"0"	"0"	"0"	"352"	"1104"	"232"	"224"	"221"	"327"
"Salinivenus"	"Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinivenus"	"0"	"125.666666666667"	"0"	"30.2860437238746"	"1.4762971089658e-12"	"3.58337570994426e-12"	"0"	"0"	"0"	"105"	"274"	"80"	"79"	"98"	"118"
"Salinivibrio"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Salinivibrio"	"0"	"47.6666666666667"	"0"	"10.8678935912674"	"4.6376958220539e-05"	"7.58508290651388e-05"	"0"	"0"	"0"	"49"	"93"	"25"	"22"	"36"	"61"
"Salinivirga"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Salinivirgaceae;Salinivirga"	"0"	"309"	"0"	"74.5421580941506"	"4.20847716323396e-30"	"1.69609570201278e-29"	"0"	"0"	"0"	"566"	"294"	"193"	"110"	"196"	"495"
"Salinovirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Zobellviridae;Salinovirus"	"0"	"1.83333333333333"	"0"	"1.04615698843168"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"6"
"Salipaludibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salipaludibacillus"	"0"	"38.3333333333333"	"0"	"10.2393576187398"	"0.000512027120193539"	"0.000764105679133721"	"0"	"0"	"0"	"44"	"84"	"21"	"21"	"18"	"42"
"Salipiger"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Salipiger"	"0"	"410.833333333333"	"0"	"162.321577260833"	"7.50958635187847e-40"	"3.61815258216821e-39"	"0"	"0"	"0"	"371"	"1179"	"171"	"163"	"131"	"450"
"Salirhabdus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salirhabdus"	"0"	"20.5"	"0"	"6.27030036494797"	"0.0248852711998428"	"0.0316524052895182"	"0"	"0"	"0"	"25"	"48"	"9"	"5"	"15"	"21"
"Salisaeta"	"Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salisaetaceae;Salisaeta"	"0"	"204.5"	"0"	"45.9338292184166"	"5.53889922414674e-20"	"1.74328419589058e-19"	"0"	"0"	"0"	"129"	"425"	"152"	"166"	"218"	"137"
"Salisediminibacterium"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salisediminibacterium"	"0"	"30.8333333333333"	"0"	"8.89725300927826"	"0.00231946301356471"	"0.00327237318162102"	"0"	"0"	"0"	"36"	"71"	"18"	"13"	"15"	"32"
"Saliterribacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Saliterribacillus"	"0"	"7.33333333333333"	"0"	"3.21109188767795"	"0.410091738925187"	"0.436233044992131"	"0"	"0"	"0"	"8"	"22"	"4"	"2"	"0"	"8"
"Salix"	"Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix"	"0"	"38.8333333333333"	"0"	"13.6855560517081"	"0.000320353396222143"	"0.000489000610526797"	"0"	"0"	"0"	"47"	"84"	"10"	"6"	"15"	"71"
"Salmonella"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella"	"0.333333333333333"	"64.5"	"0.333333333333333"	"19.3420957154768"	"1.65685558146961e-05"	"2.78226691982633e-05"	"0"	"0"	"1"	"83"	"145"	"35"	"26"	"21"	"77"
"Salpingoeca"	"Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Choanoflagellida;Salpingoecidae;Salpingoeca"	"6"	"118.5"	"6"	"44.1646540421938"	"0.111242361114248"	"0.132203458831621"	"0"	"0"	"18"	"126"	"324"	"52"	"27"	"60"	"122"
"Salsuginibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salsuginibacillus"	"0"	"23"	"0"	"7.30296743340222"	"0.0107191260239388"	"0.0142743473735245"	"0"	"0"	"0"	"23"	"57"	"13"	"9"	"11"	"25"
"Saltrevirus"	"Viruses;unclassified phages;Caudoviricetes;unclassified;unclassified;Saltrevirus"	"0"	"0.666666666666667"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"
"Samistivirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Samistivirus"	"0"	"41.1666666666667"	"0"	"8.90474280619291"	"0.000222646707847036"	"0.000343126528110584"	"0"	"0"	"0"	"57"	"56"	"29"	"16"	"21"	"68"
"Samsonia"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Samsonia"	"0"	"4.5"	"0"	"1.31021626713557"	"0.625271521482513"	"0.64380739516963"	"0"	"0"	"0"	"6"	"10"	"1"	"4"	"4"	"2"
"Sandaracinomonas"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Sandaracinomonas"	"0"	"104.166666666667"	"0"	"18.0894382935949"	"2.26689588764422e-10"	"4.9781593036409e-10"	"0"	"0"	"0"	"149"	"157"	"70"	"51"	"77"	"121"
"Sandaracinus"	"Bacteria;Myxococcota;unclassified;Polyangiales;Sandaracinaceae;Sandaracinus"	"0"	"8891.83333333333"	"0"	"3928.30862175794"	"0"	"0"	"0"	"0"	"0"	"10697"	"27036"	"3530"	"669"	"3077"	"8342"
"Sandarakinorhabdus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Sandarakinorhabdus"	"0"	"3266.33333333333"	"0"	"1966.70093755451"	"7.74286275766177e-314"	"1.44233327183248e-312"	"0"	"0"	"0"	"2192"	"12687"	"287"	"392"	"304"	"3736"
